areaType,areaName,areaCode,date,newCasesBySpecimenDate,cumCasesBySpecimenDate,newFirstEpisodesBySpecimenDate,cumFirstEpisodesBySpecimenDate,newReinfectionsBySpecimenDate,cumReinfectionsBySpecimenDate
nation,England,E92000001,2022-02-19,26429,15887046,24156,15210576,2273.0,676470.0
nation,England,E92000001,2022-02-18,24924,15860617,22667,15186420,2257.0,674197.0
nation,England,E92000001,2022-02-17,34168,15835693,30958,15163753,3210.0,671940.0
nation,England,E92000001,2022-02-16,39444,15801525,35727,15132795,3717.0,668730.0
nation,England,E92000001,2022-02-15,40145,15762081,36339,15097068,3806.0,665013.0
nation,England,E92000001,2022-02-14,42492,15721936,38432,15060729,4060.0,661207.0
nation,England,E92000001,2022-02-13,32326,15679444,29342,15022297,2984.0,657147.0
nation,England,E92000001,2022-02-12,29142,15647118,26641,14992955,2501.0,654163.0
nation,England,E92000001,2022-02-11,34943,15617976,31725,14966314,3218.0,651662.0
nation,England,E92000001,2022-02-10,41331,15583033,37253,14934589,4078.0,648444.0
nation,England,E92000001,2022-02-09,51014,15541702,45962,14897336,5052.0,644366.0
nation,England,E92000001,2022-02-08,55437,15490688,49986,14851374,5451.0,639314.0
nation,England,E92000001,2022-02-07,62672,15435251,56299,14801388,6373.0,633863.0
nation,England,E92000001,2022-02-06,50146,15372579,45156,14745089,4990.0,627490.0
nation,England,E92000001,2022-02-05,43233,15322433,39305,14699933,3928.0,622500.0
nation,England,E92000001,2022-02-04,52556,15279200,47717,14660628,4839.0,618572.0
nation,England,E92000001,2022-02-03,64032,15226644,57739,14612911,6293.0,613733.0
nation,England,E92000001,2022-02-02,73907,15162612,66618,14555172,7289.0,607440.0
nation,England,E92000001,2022-02-01,78512,15088705,70498,14488554,8014.0,600151.0
nation,England,E92000001,2022-01-31,88503,15010193,79484,14418056,9019.0,592137.0
nation,England,E92000001,2022-01-30,74978,14921690,67586,14338572,7392.0,583118.0
nation,England,E92000001,2022-01-29,63024,14846712,57278,14270986,5746.0,575726.0
nation,England,E92000001,2022-01-28,71682,14783688,64864,14213708,6818.0,569980.0
nation,England,E92000001,2022-01-27,82728,14712006,74670,14148844,8058.0,563162.0
nation,England,E92000001,2022-01-26,93211,14629278,83994,14074174,9217.0,555104.0
nation,England,E92000001,2022-01-25,96954,14536067,87344,13990180,9610.0,545887.0
nation,England,E92000001,2022-01-24,109233,14439113,98278,13902836,10955.0,536277.0
nation,England,E92000001,2022-01-23,88557,14329880,80098,13804558,8459.0,525322.0
nation,England,E92000001,2022-01-22,70483,14241323,64190,13724460,6293.0,516863.0
nation,England,E92000001,2022-01-21,79173,14170840,71811,13660270,7362.0,510570.0
nation,England,E92000001,2022-01-20,86953,14091667,78896,13588459,8057.0,503208.0
nation,England,E92000001,2022-01-19,97334,14004714,88152,13509563,9182.0,495151.0
nation,England,E92000001,2022-01-18,103308,13907380,93489,13421411,9819.0,485969.0
nation,England,E92000001,2022-01-17,114777,13804072,103817,13327922,10960.0,476150.0
nation,England,E92000001,2022-01-16,85596,13689295,77692,13224105,7904.0,465190.0
nation,England,E92000001,2022-01-15,67820,13603699,62053,13146413,5767.0,457286.0
nation,England,E92000001,2022-01-14,75174,13535879,68447,13084360,6727.0,451519.0
nation,England,E92000001,2022-01-13,84132,13460705,76293,13015913,7839.0,444792.0
nation,England,E92000001,2022-01-12,90002,13376573,81440,12939620,8562.0,436953.0
nation,England,E92000001,2022-01-11,100980,13286571,91496,12858180,9484.0,428391.0
nation,England,E92000001,2022-01-10,116341,13185591,105280,12766684,11061.0,418907.0
nation,England,E92000001,2022-01-09,83079,13069250,75304,12661404,7775.0,407846.0
nation,England,E92000001,2022-01-08,81218,12986171,73716,12586100,7502.0,400071.0
nation,England,E92000001,2022-01-07,105081,12904953,94766,12512384,10315.0,392569.0
nation,England,E92000001,2022-01-06,150787,12799872,134877,12417618,15910.0,382254.0
nation,England,E92000001,2022-01-05,183803,12649085,164549,12282741,19254.0,366344.0
nation,England,E92000001,2022-01-04,234872,12465282,210588,12118192,24284.0,347090.0
nation,England,E92000001,2022-01-03,193615,12230410,173524,11907604,20091.0,322806.0
nation,England,E92000001,2022-01-02,148609,12036795,133959,11734080,14650.0,302715.0
nation,England,E92000001,2022-01-01,99304,11888186,90306,11600121,8998.0,288065.0
nation,England,E92000001,2021-12-31,152887,11788882,138927,11509815,13960.0,279067.0
nation,England,E92000001,2021-12-30,192823,11635995,175035,11370888,17788.0,265107.0
nation,England,E92000001,2021-12-29,224030,11443172,204430,11195853,19600.0,247319.0
nation,England,E92000001,2021-12-28,170580,11219142,155661,10991423,14919.0,227719.0
nation,England,E92000001,2021-12-27,155564,11048562,142560,10835762,13004.0,212800.0
nation,England,E92000001,2021-12-26,98916,10892998,91201,10693202,7715.0,199796.0
nation,England,E92000001,2021-12-25,59912,10794082,55562,10602001,4350.0,192081.0
nation,England,E92000001,2021-12-24,117562,10734170,108028,10546439,9534.0,187731.0
nation,England,E92000001,2021-12-23,137021,10616608,125445,10438411,11576.0,178197.0
nation,England,E92000001,2021-12-22,138142,10479587,126489,10312966,11653.0,166621.0
nation,England,E92000001,2021-12-21,129599,10341445,119021,10186477,10578.0,154968.0
nation,England,E92000001,2021-12-20,117576,10211846,108417,10067456,9159.0,144390.0
nation,England,E92000001,2021-12-19,78497,10094270,72713,9959039,5784.0,135231.0
nation,England,E92000001,2021-12-18,78930,10015773,73210,9886326,5720.0,129447.0
nation,England,E92000001,2021-12-17,84967,9936843,78647,9813116,6320.0,123727.0
nation,England,E92000001,2021-12-16,93803,9851876,86929,9734469,6874.0,117407.0
nation,England,E92000001,2021-12-15,99653,9758073,92593,9647540,7060.0,110533.0
nation,England,E92000001,2021-12-14,90717,9658420,84773,9554947,5944.0,103473.0
nation,England,E92000001,2021-12-13,76507,9567703,72509,9470174,3998.0,97529.0
nation,England,E92000001,2021-12-12,46367,9491196,44506,9397665,1861.0,93531.0
nation,England,E92000001,2021-12-11,41940,9444829,40517,9353159,1423.0,91670.0
nation,England,E92000001,2021-12-10,45017,9402889,43538,9312642,1479.0,90247.0
nation,England,E92000001,2021-12-09,48816,9357872,47247,9269104,1569.0,88768.0
nation,England,E92000001,2021-12-08,50059,9309056,48591,9221857,1468.0,87199.0
nation,England,E92000001,2021-12-07,48146,9258997,46904,9173266,1242.0,85731.0
nation,England,E92000001,2021-12-06,51122,9210851,49978,9126362,1144.0,84489.0
nation,England,E92000001,2021-12-05,35037,9159729,34455,9076384,582.0,83345.0
nation,England,E92000001,2021-12-04,33379,9124692,32836,9041929,543.0,82763.0
nation,England,E92000001,2021-12-03,39222,9091313,38624,9009093,598.0,82220.0
nation,England,E92000001,2021-12-02,43045,9052091,42393,8970469,652.0,81622.0
nation,England,E92000001,2021-12-01,47263,9009046,46562,8928076,701.0,80970.0
nation,England,E92000001,2021-11-30,47631,8961783,46945,8881514,686.0,80269.0
nation,England,E92000001,2021-11-29,47940,8914152,47192,8834569,748.0,79583.0
nation,England,E92000001,2021-11-28,33857,8866212,33400,8787377,457.0,78835.0
nation,England,E92000001,2021-11-27,28459,8832355,28080,8753977,379.0,78378.0
nation,England,E92000001,2021-11-26,33666,8803896,33212,8725897,454.0,77999.0
nation,England,E92000001,2021-11-25,37142,8770230,36587,8692685,555.0,77545.0
nation,England,E92000001,2021-11-24,39880,8733088,39314,8656098,566.0,76990.0
nation,England,E92000001,2021-11-23,41015,8693208,40483,8616784,532.0,76424.0
nation,England,E92000001,2021-11-22,42868,8652193,42309,8576301,559.0,75892.0
nation,England,E92000001,2021-11-21,31763,8609325,31360,8533992,403.0,75333.0
nation,England,E92000001,2021-11-20,29868,8577562,29498,8502632,370.0,74930.0
nation,England,E92000001,2021-11-19,33186,8547694,32774,8473134,412.0,74560.0
nation,England,E92000001,2021-11-18,37097,8514508,36605,8440360,492.0,74148.0
nation,England,E92000001,2021-11-17,38256,8477411,37770,8403755,486.0,73656.0
nation,England,E92000001,2021-11-16,38656,8439155,38112,8365985,544.0,73170.0
nation,England,E92000001,2021-11-15,42477,8400499,41891,8327873,586.0,72626.0
nation,England,E92000001,2021-11-14,29599,8358022,29241,8285982,358.0,72040.0
nation,England,E92000001,2021-11-13,27357,8328423,27041,8256741,316.0,71682.0
nation,England,E92000001,2021-11-12,31337,8301066,30918,8229700,419.0,71366.0
nation,England,E92000001,2021-11-11,33700,8269729,33234,8198782,466.0,70947.0
nation,England,E92000001,2021-11-10,35390,8236029,34911,8165548,479.0,70481.0
nation,England,E92000001,2021-11-09,34679,8200639,34204,8130637,475.0,70002.0
nation,England,E92000001,2021-11-08,36138,8165960,35607,8096433,531.0,69527.0
nation,England,E92000001,2021-11-07,25447,8129822,25107,8060826,340.0,68996.0
nation,England,E92000001,2021-11-06,22581,8104375,22280,8035719,301.0,68656.0
nation,England,E92000001,2021-11-05,24405,8081794,24039,8013439,366.0,68355.0
nation,England,E92000001,2021-11-04,27378,8057389,27032,7989400,346.0,67989.0
nation,England,E92000001,2021-11-03,29396,8030011,29014,7962368,382.0,67643.0
nation,England,E92000001,2021-11-02,31328,8000615,30911,7933354,417.0,67261.0
nation,England,E92000001,2021-11-01,37663,7969287,37115,7902443,548.0,66844.0
nation,England,E92000001,2021-10-31,29564,7931624,29166,7865328,398.0,66296.0
nation,England,E92000001,2021-10-30,28243,7902060,27952,7836162,291.0,65898.0
nation,England,E92000001,2021-10-29,33995,7873817,33562,7808210,433.0,65607.0
nation,England,E92000001,2021-10-28,35077,7839822,34647,7774648,430.0,65174.0
nation,England,E92000001,2021-10-27,36524,7804745,36100,7740001,424.0,64744.0
nation,England,E92000001,2021-10-26,35276,7768221,34861,7703901,415.0,64320.0
nation,England,E92000001,2021-10-25,39957,7732945,39459,7669040,498.0,63905.0
nation,England,E92000001,2021-10-24,30092,7692988,29748,7629581,344.0,63407.0
nation,England,E92000001,2021-10-23,29747,7662896,29419,7599833,328.0,63063.0
nation,England,E92000001,2021-10-22,34507,7633149,34088,7570414,419.0,62735.0
nation,England,E92000001,2021-10-21,38580,7598642,38112,7536326,468.0,62316.0
nation,England,E92000001,2021-10-20,43963,7560062,43482,7498214,481.0,61848.0
nation,England,E92000001,2021-10-19,44630,7516099,44105,7454732,525.0,61367.0
nation,England,E92000001,2021-10-18,49257,7471469,48654,7410627,603.0,60842.0
nation,England,E92000001,2021-10-17,37502,7422212,37121,7361973,381.0,60239.0
nation,England,E92000001,2021-10-16,31639,7384710,31301,7324852,338.0,59858.0
nation,England,E92000001,2021-10-15,36631,7353071,36254,7293551,377.0,59520.0
nation,England,E92000001,2021-10-14,39263,7316440,38782,7257297,481.0,59143.0
nation,England,E92000001,2021-10-13,40546,7277177,40095,7218515,451.0,58662.0
nation,England,E92000001,2021-10-12,40892,7236631,40395,7178420,497.0,58211.0
nation,England,E92000001,2021-10-11,43115,7195739,42656,7138025,459.0,57714.0
nation,England,E92000001,2021-10-10,31499,7152624,31160,7095369,339.0,57255.0
nation,England,E92000001,2021-10-09,27180,7121125,26865,7064209,315.0,56916.0
nation,England,E92000001,2021-10-08,29847,7093945,29494,7037344,353.0,56601.0
nation,England,E92000001,2021-10-07,32158,7064098,31790,7007850,368.0,56248.0
nation,England,E92000001,2021-10-06,32547,7031940,32176,6976060,371.0,55880.0
nation,England,E92000001,2021-10-05,32268,6999393,31874,6943884,394.0,55509.0
nation,England,E92000001,2021-10-04,36476,6967125,36086,6912010,390.0,55115.0
nation,England,E92000001,2021-10-03,27137,6930649,26847,6875924,290.0,54725.0
nation,England,E92000001,2021-10-02,21873,6903512,21655,6849077,218.0,54435.0
nation,England,E92000001,2021-10-01,24134,6881639,23857,6827422,277.0,54217.0
nation,England,E92000001,2021-09-30,26809,6857505,26504,6803565,305.0,53940.0
nation,England,E92000001,2021-09-29,28688,6830696,28378,6777061,310.0,53635.0
nation,England,E92000001,2021-09-28,29627,6802008,29265,6748683,362.0,53325.0
nation,England,E92000001,2021-09-27,34595,6772381,34165,6719418,430.0,52963.0
nation,England,E92000001,2021-09-26,26814,6737786,26477,6685253,337.0,52533.0
nation,England,E92000001,2021-09-25,23389,6710972,23118,6658776,271.0,52196.0
nation,England,E92000001,2021-09-24,25755,6687583,25427,6635658,328.0,51925.0
nation,England,E92000001,2021-09-23,28340,6661828,27940,6610231,400.0,51597.0
nation,England,E92000001,2021-09-22,28789,6633488,28435,6582291,354.0,51197.0
nation,England,E92000001,2021-09-21,30547,6604699,30181,6553856,366.0,50843.0
nation,England,E92000001,2021-09-20,32121,6574152,31714,6523675,407.0,50477.0
nation,England,E92000001,2021-09-19,24789,6542031,24479,6491961,310.0,50070.0
nation,England,E92000001,2021-09-18,20926,6517242,20672,6467482,254.0,49760.0
nation,England,E92000001,2021-09-17,22375,6496316,22113,6446810,262.0,49506.0
nation,England,E92000001,2021-09-16,22319,6473941,22040,6424697,279.0,49244.0
nation,England,E92000001,2021-09-15,22414,6451622,22148,6402657,266.0,48965.0
nation,England,E92000001,2021-09-14,22640,6429208,22343,6380509,297.0,48699.0
nation,England,E92000001,2021-09-13,25199,6406568,24869,6358166,330.0,48402.0
nation,England,E92000001,2021-09-12,17879,6381369,17643,6333297,236.0,48072.0
nation,England,E92000001,2021-09-11,16956,6363490,16740,6315654,216.0,47836.0
nation,England,E92000001,2021-09-10,21031,6346534,20736,6298914,295.0,47620.0
nation,England,E92000001,2021-09-09,24440,6325503,24122,6278178,318.0,47325.0
nation,England,E92000001,2021-09-08,25660,6301063,25271,6254056,389.0,47007.0
nation,England,E92000001,2021-09-07,27938,6275403,27585,6228785,353.0,46618.0
nation,England,E92000001,2021-09-06,33135,6247465,32685,6201200,450.0,46265.0
nation,England,E92000001,2021-09-05,23457,6214330,23160,6168515,297.0,45815.0
nation,England,E92000001,2021-09-04,23409,6190873,23140,6145355,269.0,45518.0
nation,England,E92000001,2021-09-03,28728,6167464,28366,6122215,362.0,45249.0
nation,England,E92000001,2021-09-02,30636,6138736,30229,6093849,407.0,44887.0
nation,England,E92000001,2021-09-01,31601,6108100,31217,6063620,384.0,44480.0
nation,England,E92000001,2021-08-31,33565,6076499,33122,6032403,443.0,44096.0
nation,England,E92000001,2021-08-30,24972,6042934,24647,5999281,325.0,43653.0
nation,England,E92000001,2021-08-29,19152,6017962,18909,5974634,243.0,43328.0
nation,England,E92000001,2021-08-28,20138,5998810,19903,5955725,235.0,43085.0
nation,England,E92000001,2021-08-27,24252,5978672,23953,5935822,299.0,42850.0
nation,England,E92000001,2021-08-26,26482,5954420,26116,5911869,366.0,42551.0
nation,England,E92000001,2021-08-25,27901,5927938,27545,5885753,356.0,42185.0
nation,England,E92000001,2021-08-24,28212,5900037,27836,5858208,376.0,41829.0
nation,England,E92000001,2021-08-23,30333,5871825,29948,5830372,385.0,41453.0
nation,England,E92000001,2021-08-22,22409,5841492,22157,5800424,252.0,41068.0
nation,England,E92000001,2021-08-21,22603,5819083,22341,5778267,262.0,40816.0
nation,England,E92000001,2021-08-20,25555,5796480,25234,5755926,321.0,40554.0
nation,England,E92000001,2021-08-19,29080,5770925,28676,5730692,404.0,40233.0
nation,England,E92000001,2021-08-18,31426,5741845,30979,5702016,447.0,39829.0
nation,England,E92000001,2021-08-17,31095,5710419,30626,5671037,469.0,39382.0
nation,England,E92000001,2021-08-16,30860,5679324,30423,5640411,437.0,38913.0
nation,England,E92000001,2021-08-15,21280,5648464,21019,5609988,261.0,38476.0
nation,England,E92000001,2021-08-14,21336,5627184,21103,5588969,233.0,38215.0
nation,England,E92000001,2021-08-13,24991,5605848,24670,5567866,321.0,37982.0
nation,England,E92000001,2021-08-12,27690,5580857,27304,5543196,386.0,37661.0
nation,England,E92000001,2021-08-11,29134,5553167,28778,5515892,356.0,37275.0
nation,England,E92000001,2021-08-10,27610,5524033,27216,5487114,394.0,36919.0
nation,England,E92000001,2021-08-09,28292,5496423,27877,5459898,415.0,36525.0
nation,England,E92000001,2021-08-08,20157,5468131,19901,5432021,256.0,36110.0
nation,England,E92000001,2021-08-07,19957,5447974,19678,5412120,279.0,35854.0
nation,England,E92000001,2021-08-06,24851,5428017,24500,5392442,351.0,35575.0
nation,England,E92000001,2021-08-05,28125,5403166,27757,5367942,368.0,35224.0
nation,England,E92000001,2021-08-04,28895,5375041,28499,5340185,396.0,34856.0
nation,England,E92000001,2021-08-03,27061,5346146,26696,5311686,365.0,34460.0
nation,England,E92000001,2021-08-02,26580,5319085,26198,5284990,382.0,34095.0
nation,England,E92000001,2021-08-01,18714,5292505,18472,5258792,242.0,33713.0
nation,England,E92000001,2021-07-31,18449,5273791,18172,5240320,277.0,33471.0
nation,England,E92000001,2021-07-30,22110,5255342,21789,5222148,321.0,33194.0
nation,England,E92000001,2021-07-29,25361,5233232,25012,5200359,349.0,32873.0
nation,England,E92000001,2021-07-28,26925,5207871,26568,5175347,357.0,32524.0
nation,England,E92000001,2021-07-27,26027,5180946,25651,5148779,376.0,32167.0
nation,England,E92000001,2021-07-26,26540,5154919,26173,5123128,367.0,31791.0
nation,England,E92000001,2021-07-25,19657,5128379,19405,5096955,252.0,31424.0
nation,England,E92000001,2021-07-24,20276,5108722,20013,5077550,263.0,31172.0
nation,England,E92000001,2021-07-23,24586,5088446,24280,5057537,306.0,30909.0
nation,England,E92000001,2021-07-22,27711,5063860,27382,5033257,329.0,30603.0
nation,England,E92000001,2021-07-21,31676,5036149,31292,5005875,384.0,30274.0
nation,England,E92000001,2021-07-20,35948,5004473,35418,4974583,530.0,29890.0
nation,England,E92000001,2021-07-19,43401,4968525,42819,4939165,582.0,29360.0
nation,England,E92000001,2021-07-18,33163,4925124,32765,4896346,398.0,28778.0
nation,England,E92000001,2021-07-17,35280,4891961,34904,4863581,376.0,28380.0
nation,England,E92000001,2021-07-16,51137,4856681,50518,4828677,619.0,28004.0
nation,England,E92000001,2021-07-15,57583,4805544,56823,4778159,760.0,27385.0
nation,England,E92000001,2021-07-14,50319,4747961,49652,4721336,667.0,26625.0
nation,England,E92000001,2021-07-13,43246,4697642,42656,4671684,590.0,25958.0
nation,England,E92000001,2021-07-12,40478,4654396,39958,4629028,520.0,25368.0
nation,England,E92000001,2021-07-11,27418,4613918,27133,4589070,285.0,24848.0
nation,England,E92000001,2021-07-10,25411,4586500,25117,4561937,294.0,24563.0
nation,England,E92000001,2021-07-09,29049,4561089,28692,4536820,357.0,24269.0
nation,England,E92000001,2021-07-08,29927,4532040,29536,4508128,391.0,23912.0
nation,England,E92000001,2021-07-07,34274,4502113,33813,4478592,461.0,23521.0
nation,England,E92000001,2021-07-06,31627,4467839,31200,4444779,427.0,23060.0
nation,England,E92000001,2021-07-05,30215,4436212,29762,4413579,453.0,22633.0
nation,England,E92000001,2021-07-04,21806,4405997,21525,4383817,281.0,22180.0
nation,England,E92000001,2021-07-03,20638,4384191,20365,4362292,273.0,21899.0
nation,England,E92000001,2021-07-02,22288,4363553,21956,4341927,332.0,21626.0
nation,England,E92000001,2021-07-01,24267,4341265,23840,4319971,427.0,21294.0
nation,England,E92000001,2021-06-30,23941,4316998,23593,4296131,348.0,20867.0
nation,England,E92000001,2021-06-29,23250,4293057,22881,4272538,369.0,20519.0
nation,England,E92000001,2021-06-28,23511,4269807,23077,4249657,434.0,20150.0
nation,England,E92000001,2021-06-27,15407,4246296,15150,4226580,257.0,19716.0
nation,England,E92000001,2021-06-26,13486,4230889,13273,4211430,213.0,19459.0
nation,England,E92000001,2021-06-25,14901,4217403,14626,4198157,275.0,19246.0
nation,England,E92000001,2021-06-24,15082,4202502,14813,4183531,269.0,18971.0
nation,England,E92000001,2021-06-23,14806,4187420,14524,4168718,282.0,18702.0
nation,England,E92000001,2021-06-22,13564,4172614,13316,4154194,248.0,18420.0
nation,England,E92000001,2021-06-21,12708,4159050,12487,4140878,221.0,18172.0
nation,England,E92000001,2021-06-20,8204,4146342,8066,4128391,138.0,17951.0
nation,England,E92000001,2021-06-19,7127,4138138,6990,4120325,137.0,17813.0
nation,England,E92000001,2021-06-18,8772,4131011,8565,4113335,207.0,17676.0
nation,England,E92000001,2021-06-17,9523,4122239,9293,4104770,230.0,17469.0
nation,England,E92000001,2021-06-16,9411,4112716,9240,4095477,171.0,17239.0
nation,England,E92000001,2021-06-15,9154,4103305,8936,4086237,218.0,17068.0
nation,England,E92000001,2021-06-14,8941,4094151,8766,4077301,175.0,16850.0
nation,England,E92000001,2021-06-13,6075,4085210,5957,4068535,118.0,16675.0
nation,England,E92000001,2021-06-12,5422,4079135,5310,4062578,112.0,16557.0
nation,England,E92000001,2021-06-11,6510,4073713,6375,4057268,135.0,16445.0
nation,England,E92000001,2021-06-10,6717,4067203,6582,4050893,135.0,16310.0
nation,England,E92000001,2021-06-09,6919,4060486,6794,4044311,125.0,16175.0
nation,England,E92000001,2021-06-08,6630,4053567,6476,4037517,154.0,16050.0
nation,England,E92000001,2021-06-07,6790,4046937,6648,4031041,142.0,15896.0
nation,England,E92000001,2021-06-06,4730,4040147,4641,4024393,89.0,15754.0
nation,England,E92000001,2021-06-05,3964,4035417,3909,4019752,55.0,15665.0
nation,England,E92000001,2021-06-04,4885,4031453,4797,4015843,88.0,15610.0
nation,England,E92000001,2021-06-03,5131,4026568,5019,4011046,112.0,15522.0
nation,England,E92000001,2021-06-02,5039,4021437,4952,4006027,87.0,15410.0
nation,England,E92000001,2021-06-01,4515,4016398,4391,4001075,124.0,15323.0
nation,England,E92000001,2021-05-31,3170,4011883,3089,3996684,81.0,15199.0
nation,England,E92000001,2021-05-30,2598,4008713,2551,3993595,47.0,15118.0
nation,England,E92000001,2021-05-29,2462,4006115,2420,3991044,42.0,15071.0
nation,England,E92000001,2021-05-28,2929,4003653,2853,3988624,76.0,15029.0
nation,England,E92000001,2021-05-27,3075,4000724,2990,3985771,85.0,14953.0
nation,England,E92000001,2021-05-26,3179,3997649,3099,3982781,80.0,14868.0
nation,England,E92000001,2021-05-25,2797,3994470,2712,3979682,85.0,14788.0
nation,England,E92000001,2021-05-24,2750,3991673,2659,3976970,91.0,14703.0
nation,England,E92000001,2021-05-23,1918,3988923,1863,3974311,55.0,14612.0
nation,England,E92000001,2021-05-22,1606,3987005,1554,3972448,52.0,14557.0
nation,England,E92000001,2021-05-21,1871,3985399,1821,3970894,50.0,14505.0
nation,England,E92000001,2021-05-20,2000,3983528,1934,3969073,66.0,14455.0
nation,England,E92000001,2021-05-19,2261,3981528,2194,3967139,67.0,14389.0
nation,England,E92000001,2021-05-18,2241,3979267,2165,3964945,76.0,14322.0
nation,England,E92000001,2021-05-17,2341,3977026,2264,3962780,77.0,14246.0
nation,England,E92000001,2021-05-16,1587,3974685,1542,3960516,45.0,14169.0
nation,England,E92000001,2021-05-15,1306,3973098,1271,3958974,35.0,14124.0
nation,England,E92000001,2021-05-14,1540,3971792,1482,3957703,58.0,14089.0
nation,England,E92000001,2021-05-13,1737,3970252,1679,3956221,58.0,14031.0
nation,England,E92000001,2021-05-12,1869,3968515,1798,3954542,71.0,13973.0
nation,England,E92000001,2021-05-11,1871,3966646,1805,3952744,66.0,13902.0
nation,England,E92000001,2021-05-10,2325,3964775,2260,3950939,65.0,13836.0
nation,England,E92000001,2021-05-09,1985,3962450,1915,3948679,70.0,13771.0
nation,England,E92000001,2021-05-08,1301,3960465,1260,3946764,41.0,13701.0
nation,England,E92000001,2021-05-07,1657,3959164,1599,3945504,58.0,13660.0
nation,England,E92000001,2021-05-06,1967,3957507,1884,3943905,83.0,13602.0
nation,England,E92000001,2021-05-05,2203,3955540,2109,3942021,94.0,13519.0
nation,England,E92000001,2021-05-04,2200,3953337,2121,3939912,79.0,13425.0
nation,England,E92000001,2021-05-03,1806,3951137,1752,3937791,54.0,13346.0
nation,England,E92000001,2021-05-02,1305,3949331,1257,3936039,48.0,13292.0
nation,England,E92000001,2021-05-01,1210,3948026,1167,3934782,43.0,13244.0
nation,England,E92000001,2021-04-30,1528,3946816,1456,3933615,72.0,13201.0
nation,England,E92000001,2021-04-29,1901,3945288,1819,3932159,82.0,13129.0
nation,England,E92000001,2021-04-28,2153,3943387,2080,3930340,73.0,13047.0
nation,England,E92000001,2021-04-27,1809,3941234,1750,3928260,59.0,12974.0
nation,England,E92000001,2021-04-26,2268,3939425,2164,3926510,104.0,12915.0
nation,England,E92000001,2021-04-25,1897,3937157,1831,3924346,66.0,12811.0
nation,England,E92000001,2021-04-24,1300,3935260,1256,3922515,44.0,12745.0
nation,England,E92000001,2021-04-23,1701,3933960,1626,3921259,75.0,12701.0
nation,England,E92000001,2021-04-22,2032,3932259,1944,3919633,88.0,12626.0
nation,England,E92000001,2021-04-21,2298,3930227,2215,3917689,83.0,12538.0
nation,England,E92000001,2021-04-20,2112,3927929,2005,3915474,107.0,12455.0
nation,England,E92000001,2021-04-19,2268,3925817,2182,3913469,86.0,12348.0
nation,England,E92000001,2021-04-18,2281,3923549,2214,3911287,67.0,12262.0
nation,England,E92000001,2021-04-17,1398,3921268,1361,3909073,37.0,12195.0
nation,England,E92000001,2021-04-16,1963,3919870,1902,3907712,61.0,12158.0
nation,England,E92000001,2021-04-15,1959,3917907,1885,3905810,74.0,12097.0
nation,England,E92000001,2021-04-14,2068,3915948,2009,3903925,59.0,12023.0
nation,England,E92000001,2021-04-13,2060,3913880,1981,3901916,79.0,11964.0
nation,England,E92000001,2021-04-12,2399,3911820,2317,3899935,82.0,11885.0
nation,England,E92000001,2021-04-11,2020,3909421,1983,3897618,37.0,11803.0
nation,England,E92000001,2021-04-10,2009,3907401,1972,3895635,37.0,11766.0
nation,England,E92000001,2021-04-09,2482,3905392,2420,3893663,62.0,11729.0
nation,England,E92000001,2021-04-08,2651,3902910,2573,3891243,78.0,11667.0
nation,England,E92000001,2021-04-07,2752,3900259,2688,3888670,64.0,11589.0
nation,England,E92000001,2021-04-06,2756,3897507,2681,3885982,75.0,11525.0
nation,England,E92000001,2021-04-05,2314,3894751,2269,3883301,45.0,11450.0
nation,England,E92000001,2021-04-04,2043,3892437,2006,3881032,37.0,11405.0
nation,England,E92000001,2021-04-03,2120,3890394,2094,3879026,26.0,11368.0
nation,England,E92000001,2021-04-02,2248,3888274,2212,3876932,36.0,11342.0
nation,England,E92000001,2021-04-01,3067,3886026,3015,3874720,52.0,11306.0
nation,England,E92000001,2021-03-31,3341,3882959,3285,3871705,56.0,11254.0
nation,England,E92000001,2021-03-30,3135,3879618,3079,3868420,56.0,11198.0
nation,England,E92000001,2021-03-29,3422,3876483,3363,3865341,59.0,11142.0
nation,England,E92000001,2021-03-28,4476,3873061,4415,3861978,61.0,11083.0
nation,England,E92000001,2021-03-27,3136,3868585,3097,3857563,39.0,11022.0
nation,England,E92000001,2021-03-26,3803,3865449,3756,3854466,47.0,10983.0
nation,England,E92000001,2021-03-25,4674,3861646,4609,3850710,65.0,10936.0
nation,England,E92000001,2021-03-24,5321,3856972,5252,3846101,69.0,10871.0
nation,England,E92000001,2021-03-23,4566,3851651,4505,3840849,61.0,10802.0
nation,England,E92000001,2021-03-22,5399,3847085,5340,3836344,59.0,10741.0
nation,England,E92000001,2021-03-21,4679,3841686,4630,3831004,49.0,10682.0
nation,England,E92000001,2021-03-20,3514,3837007,3485,3826374,29.0,10633.0
nation,England,E92000001,2021-03-19,4333,3833493,4278,3822889,55.0,10604.0
nation,England,E92000001,2021-03-18,4689,3829160,4658,3818611,31.0,10549.0
nation,England,E92000001,2021-03-17,5048,3824471,5001,3813953,47.0,10518.0
nation,England,E92000001,2021-03-16,4933,3819423,4889,3808952,44.0,10471.0
nation,England,E92000001,2021-03-15,5643,3814490,5589,3804063,54.0,10427.0
nation,England,E92000001,2021-03-14,3707,3808847,3676,3798474,31.0,10373.0
nation,England,E92000001,2021-03-13,3592,3805140,3564,3794798,28.0,10342.0
nation,England,E92000001,2021-03-12,4767,3801548,4730,3791234,37.0,10314.0
