unit,geo\time,2022Q2 ,2022Q1 ,2021Q4 ,2021Q3 ,2021Q2 ,2021Q1 ,2020Q4 ,2020Q3 ,2020Q2 ,2020Q1 ,2019Q4 ,2019Q3 ,2019Q2 ,2019Q1 ,2018Q4 ,2018Q3 ,2018Q2 ,2018Q1 ,2017Q4 ,2017Q3 ,2017Q2 ,2017Q1 ,2016Q4 ,2016Q3 ,2016Q2 ,2016Q1 ,2015Q4 ,2015Q3 ,2015Q2 ,2015Q1 ,2014Q4 ,2014Q3 ,2014Q2 ,2014Q1 ,2013Q4 ,2013Q3 ,2013Q2 ,2013Q1 ,2012Q4 ,2012Q3 ,2012Q2 ,2012Q1 ,2011Q4 ,2011Q3 ,2011Q2 ,2011Q1 ,2010Q4 ,2010Q3 ,2010Q2 ,2010Q1 ,2009Q4 ,2009Q3 ,2009Q2 ,2009Q1 ,2008Q4 ,2008Q3 ,2008Q2 ,2008Q1 ,2007Q4 ,2007Q3 ,2007Q2 ,2007Q1 ,2006Q4 ,2006Q3 ,2006Q2 ,2006Q1 ,2005Q4 ,2005Q3 ,2005Q2 ,2005Q1 ,2004Q4 ,2004Q3 ,2004Q2 ,2004Q1
MIO_PKM,SE,3326 ,2353 ,2792 ,2345 ,1580 ,1311 ,1662 ,1892 ,1250 ,3324 ,3765 ,3620 ,3692 ,3540 ,3525 ,3264 ,3454 ,3304 ,3421 ,3285 ,3369 ,3256 ,3314 ,3209 ,3223 ,3054 ,3279 ,3170 ,3154 ,3046 ,3073 ,2976 ,3051 ,2927 ,3000 ,2936 ,3019 ,2902 ,3077 ,2901 ,2940 ,2874 ,2955 ,2818 ,2867 ,2739 ,2910 ,2739 ,2842 ,2664 ,2953 ,2722 ,2838 ,2809 ,2927 ,2704 ,2816 ,2699 ,2716 ,2467 ,2592 ,2485 ,2597 ,2302 ,2388 ,2330 ,2366 ,2180 ,2187 ,2177 ,2233 ,2090 ,2136 ,2175
MIO_PKM,SI,165 ,146 ,144 ,135 ,121 ,104 ,67 ,93 ,61 ,118 ,149 ,142 ,141 ,140 ,147 ,139 ,141 ,142 ,147 ,141 ,142 ,141 ,152 ,149 ,150 ,161 ,180 ,147 ,148 ,152 ,160 ,139 ,150 ,170 ,171 ,169 ,166 ,174 ,179 ,146 ,148 ,185 ,167 ,167 ,168 ,188 ,180 ,167 ,187 ,196 ,198 ,190 ,191 ,194 ,188 ,194 ,194 ,189 ,210 ,204 ,202 ,196 ,210 ,190 ,201 ,192 ,199 ,190 ,190 ,196 ,196 ,186 ,186 ,195
MIO_PKM,SK,913 ,623 ,576 ,761 ,485 ,230 ,359 ,714 ,315 ,804 ,1049 ,1076 ,1059 ,1001 ,1005 ,1028 ,1035 ,951 ,1010 ,1001 ,1012 ,921 ,912 ,883 ,914 ,869 ,912 ,880 ,855 ,799 ,703 ,640 ,632 ,597 ,627 ,634 ,634 ,572 ,632 ,622 ,615 ,581 ,631 ,618 ,615 ,568 ,612 ,576 ,574 ,548 ,580 ,569 ,577 ,517 ,601 ,585 ,574 ,537 ,558 ,548 ,545 ,513 ,587 ,545 ,548 ,533 ,586 ,514 ,554 ,527 ,574 ,548 ,564 ,542
MIO_PKM,TR,: ,3473 ,3344 ,2634 ,1296 ,1247 ,1299 ,1465 ,509 ,2779 ,3395 ,3083 ,2913 ,1605 ,1471 ,1531 ,1349 ,1209 ,1164 ,1234 ,1101 ,1018 ,1006 ,1081 ,1123 ,1115 ,1173 ,1295 ,1218 ,1143 ,1171 ,1216 ,1052 ,954 ,860 ,908 ,1002 ,996 ,1140 ,1158 ,1145 ,1155 ,1446 ,1553 ,1489 ,1395 ,1418 ,1416 ,1395 ,1262 ,1347 ,1433 ,1384 ,1211 ,1201 ,1287 ,1340 ,1269 ,1327 ,1452 ,1540 ,1234 ,1282 ,1397 ,1309 ,1290 ,1186 ,1423 ,1251 ,1176 ,1219 ,1387 ,1354 ,1277
MIO_PKM,UK,: ,: ,: ,: ,: ,: ,: ,4967 ,1258 ,14668 ,18124 ,18428 ,18000 ,17272 ,17794 ,17826 ,17344 ,16743 ,17415 ,17546 ,16981 ,16969 ,17228 ,17292 ,16915 ,16575 ,16983 ,17052 ,16525 ,16043 ,16773 ,16562 ,15971 ,15404 ,15754 ,15813 ,15526 ,14883 ,15319 ,15509 ,14960 ,15167 ,14874 ,14934 ,14528 ,14270 ,14104 ,14323 ,13920 ,13484 ,13521 ,13380 ,13063 ,12802 ,13163 ,13483 ,13477 ,12879 ,12964 ,12934 ,12445 ,12130 ,12348 ,12085 ,11696 ,11168 ,11550 ,11078 ,11329 ,10687 ,11212 ,11033 ,10616 ,10613
THS_PAS,AT,: ,: c,: c,: c,: c,: c,: c,: c,: c,: c,: c,: c,: c,: c,: c,: c,: c,: c,: c,: c,: c,: c,: c,: c,: c,: c,: c,: c,: c,: c,: c,: c,: c,: c,: c,: c,: c,: c,: c,: c,: c,: c,: c,: c,: c,: c,: c,: c,: c,: c,54928 ,52482 ,49815 ,48529 ,53500 ,47830 ,53848 ,52441 ,48100 ,50200 ,51000 ,50300 ,46600 ,49400 ,50600 ,49300 ,47300 ,48400 ,47000 ,48600 ,44896 ,47380 ,47870 ,48070
THS_PAS,BA,129 ,86 ,86 ,79 ,48 ,37 ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,:
THS_PAS,BE,: c,: c,: c,: c,: c,: c,: c,: c,: c,: c,: c,: c,: c,: c,: c,: c,: c,: c,: c,: c,: c,: c,: c,: c,: c,: c,: c,: c,: c,: c,: c,: c,: c,: c,: c,: c,: c,: c,59000 ,48000 ,57000 ,55000 ,59339 ,48358 ,57830 ,55773 ,60068 ,48952 ,58541 ,56458 ,59126 ,46837 ,56599 ,56885 ,58868 ,48037 ,55347 ,54511 ,56298 ,45449 ,53593 ,51118 ,52932 ,43373 ,50697 ,51269 ,50325 ,41210 ,47299 ,47436 ,48821 ,39914 ,44717 ,44923
THS_PAS,BG,5854 ,4143 ,4209 ,4888 ,4344 ,3701 ,3998 ,4663 ,3533 ,4590 ,5101 ,5686 ,5584 ,4958 ,5207 ,5650 ,5596 ,4877 ,5181 ,5620 ,5521 ,4872 ,5176 ,5630 ,5497 ,5123 ,5450 ,5760 ,5907 ,5400 ,5904 ,6274 ,6396 ,6041 ,6324 ,6756 ,6775 ,6205 ,6535 ,6863 ,6899 ,6211 ,6548 ,7820 ,7805 ,7115 ,7502 ,7679 ,7730 ,7192 ,7666 ,7992 ,8078 ,7625 ,8139 ,8638 ,8769 ,8213 ,8046 ,8413 ,8520 ,8304 ,8438 ,8589 ,8958 ,8127 ,: ,: ,: ,: ,: ,: ,: ,:
THS_PAS,CH,110535 ,93864 ,101544 ,93383 ,78581 ,72489 ,83057 ,96025 ,53871 ,112214 ,131313 ,127831 ,126102 ,123978 ,127597 ,121125 ,123270 ,118643 ,125068 ,119142 ,119986 ,119342 ,123408 ,117775 ,119280 ,115133 ,120227 ,116194 ,110883 ,109087 ,110934 ,99826 ,95694 ,94510 ,97176 ,91973 ,93483 ,90578 ,96431 ,91485 ,90163 ,96064 ,95000 ,93883 ,91511 ,90094 ,93022 ,88297 ,86486 ,84805 ,84716 ,83839 ,82478 ,81963 ,84666 ,82839 ,82557 ,78220 ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,:
THS_PAS,CZ,: ,37863 ,39774 ,38820 ,32512 ,22715 ,25167 ,39053 ,25934 ,38988 ,47740 ,49221 ,50051 ,47197 ,48290 ,47063 ,49105 ,45183 ,45893 ,46333 ,46995 ,43937 ,44411 ,45521 ,46126 ,43077 ,44439 ,43397 ,46196 ,42591 ,44967 ,42946 ,45457 ,42681 ,44514 ,41641 ,46309 ,42023 ,44616 ,40600 ,44682 ,42904 ,43671 ,40311 ,43232 ,40719 ,42793 ,39415 ,42579 ,40014 ,41180 ,39878 ,42869 ,41031 ,44930 ,42069 ,45509 ,44916 ,47384 ,42128 ,47834 ,46888 ,47609 ,42458 ,46269 ,46691 ,47088 ,42349 ,45340 ,45489 ,45730 ,41602 ,45953 ,47664
THS_PAS,DE,656000 ,470600 ,516600 ,524300 ,392500 ,322700 ,406081 ,480000 ,295000 ,620036 ,743856 ,731455 ,725410 ,720915 ,747517 ,708179 ,712346 ,705485 ,717851 ,714406 ,706338 ,708722 ,718372 ,680583 ,702265 ,672176 ,695528 ,656358 ,642403 ,656298 ,680898 ,661127 ,650236 ,656511 ,675311 ,648405 ,637564 ,654029 ,659318 ,630871 ,613500 ,650510 ,654654 ,617518 ,617905 ,621150 ,617324 ,584892 ,583309 ,572174 ,595191 ,566103 ,575379 ,582699 ,605225 ,586058 ,582139 ,557630 ,539604 ,552523 ,555055 ,544954 ,574452 ,551907 ,542528 ,542909 ,547400 ,550700 ,522200 ,510600 ,536800 ,507800 ,506400 ,519600
THS_PAS,DK,48689 ,38539 ,42190 ,39862 ,32027 ,19656 ,31493 ,36991 ,23303 ,42110 ,53537 ,50992 ,51452 ,50616 ,53306 ,49548 ,52850 ,49536 ,53921 ,48866 ,51877 ,51903 ,54353 ,51450 ,54221 ,51167 ,55555 ,52651 ,53105 ,50942 ,54343 ,50514 ,52156 ,51298 ,52014 ,45719 ,48221 ,47508 ,50142 ,45225 ,46715 ,46914 ,47490 ,44736 ,45510 ,44591 ,47011 ,41917 ,43665 ,42495 ,45002 ,43455 ,43417 ,41240 ,44226 ,41300 ,43058 ,40517 ,43773 ,39902 ,40518 ,40135 ,42316 ,40071 ,40972 ,39075 ,42141 ,38670 ,40885 ,38067 ,41469 ,38947 ,38642 ,38604
THS_PAS,EE,1978 ,1495 ,1591 ,1755 ,1529 ,1202 ,1534 ,1673 ,978 ,1800 ,2147 ,2105 ,2163 ,1957 ,1950 ,1898 ,2046 ,1865 ,1955 ,1852 ,1887 ,1740 ,1752 ,1743 ,1787 ,1640 ,1666 ,1715 ,1686 ,1522 ,1562 ,1645 ,1480 ,1236 ,1160 ,1090 ,1018 ,928 ,1049 ,1084 ,1155 ,1121 ,1185 ,1229 ,1226 ,1121 ,1179 ,1231 ,1249 ,1141 ,1198 ,1282 ,1249 ,1165 ,1260 ,1391 ,1368 ,1266 ,1311 ,1427 ,1427 ,1276 ,1330 ,1418 ,1359 ,1193 ,1343 ,1402 ,1271 ,1139 ,1223 ,1378 ,1430 ,1243
THS_PAS,EL,3956 ,3102 ,3550 ,3007 ,2109 ,1362 ,1771 ,2979 ,1512 ,3958 ,5253 ,4767 ,4831 ,4754 ,5366 ,4021 ,3807 ,3596 ,3816 ,4092 ,3912 ,3698 ,3963 ,3650 ,3907 ,4060 ,3961 ,4084 ,4153 ,3842 ,3337 ,3418 ,3321 ,3323 ,3419 ,3415 ,3277 ,3085 ,3164 ,3164 ,3164 ,3164 ,792 ,848 ,1192 ,1253 ,3542 ,3579 ,3490 ,3206 ,3440 ,3838 ,3893 ,3111 ,4154 ,4030 ,4065 ,3801 ,4325 ,4082 ,2497 ,2310 ,2490 ,2822 ,2450 ,2246 ,2516 ,2711 ,2455 ,2277 ,2545 ,2479 ,2284 ,2105
THS_PAS,ES,134845 ,120568 ,122041 ,99937 ,100547 ,81867 ,85390 ,77545 ,35048 ,131495 ,165980 ,139321 ,160348 ,161458 ,165269 ,140311 ,163229 ,150246 ,158497 ,134748 ,151487 ,148623 ,150039 ,130353 ,149341 ,140008 ,149094 ,128487 ,144167 ,140193 ,149671 ,124125 ,144252 ,141285 ,148673 ,122310 ,144004 ,143638 ,145121 ,121746 ,142603 ,145886 ,148923 ,126378 ,146014 ,144154 ,145153 ,123562 ,144482 ,139734 ,149038 ,127087 ,147568 ,147469 ,156392 ,137869 ,160981 ,156739 ,158316 ,136261 ,160672 ,162506 ,163457 ,140797 ,160754 ,161348 ,159989 ,137403 ,163235 ,152747 ,155167 ,132978 ,151495 ,151780
THS_PAS,EU27_2007,: ,: ,: ,: ,: ,: ,: ,: c,: c,: c,: c,: c,: c,: c,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,:
THS_PAS,EU27_2020,: ,: ,: ,: ,: ,: c,: c,: c,: c,: c,: c,: c,: c,: c,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,:
THS_PAS,EU28,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: c,: c,: c,: c,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,:
THS_PAS,FI,: ,15154 ,17136 ,15109 ,12183 ,10580 ,15193 ,14838 ,10777 ,18742 ,25142 ,22681 ,22426 ,22553 ,23364 ,21095 ,20845 ,22199 ,22713 ,20999 ,20331 ,21660 ,22290 ,19324 ,20516 ,19984 ,19513 ,18951 ,20492 ,16997 ,17267 ,17067 ,16770 ,17158 ,17927 ,17305 ,16875 ,17211 ,18271 ,17377 ,16656 ,17028 ,17728 ,17269 ,16418 ,16961 ,18507 ,17241 ,16206 ,17167 ,17553 ,17377 ,16558 ,17271 ,18061 ,17674 ,16588 ,17709 ,17610 ,16602 ,15970 ,16978 ,16742 ,16277 ,15617 ,16262 ,16613 ,15471 ,15040 ,16125 ,15859 ,15049 ,14208 ,15607
THS_PAS,FR,293955 ,256011 ,275455 ,229212 ,196795 ,192935 ,191724 ,205988 ,81365 ,244776 ,285299 ,303462 ,339925 ,336644 ,342610 ,293647 ,277789 ,332562 ,340616 ,289621 ,319693 ,327264 ,324750 ,283122 ,306643 ,320482 ,323200 ,277874 ,302264 ,300863 ,308159 ,255370 ,299392 ,294757 ,309757 ,255409 ,303165 ,296492 ,304566 ,254024 ,300087 ,291619 ,298611 ,246947 ,295752 ,283979 ,: c,: c,282724 ,274433 ,291985 ,240831 ,289266 ,279559 ,288961 ,240810 ,284863 ,278399 ,276268 ,241840 ,276187 ,271128 ,274260 ,221591 ,267865 ,258214 ,260733 ,216525 ,257145 ,249363 ,252589 ,205710 ,244897 ,238425
THS_PAS,HR,4307 ,4177 ,4023 ,3020 ,3385 ,3105 ,3530 ,3111 ,1697 ,4761 ,5455 ,4139 ,5076 ,5156 ,5568 ,4238 ,5235 ,5203 ,5520 ,4080 ,5158 ,5045 ,5547 ,4118 ,5388 ,5656 ,6226 ,4235 ,5454 ,5734 ,6017 ,4312 ,5633 ,5928 ,6336 ,4936 ,6370 ,6575 ,7324 ,5786 ,7210 ,7256 ,10200 ,7564 ,15636 ,16452 ,17421 ,16505 ,17781 ,17714 ,18123 ,17639 ,18805 ,18835 ,18279 ,16954 ,17714 ,17853 ,17187 ,14716 ,15547 ,15523 ,14941 ,10029 ,10593 ,10481 ,10835 ,8981 ,10141 ,9749 ,9968 ,8409 ,9070 ,9301
THS_PAS,HU,35291 ,31037 ,31066 ,29611 ,23831 ,19316 ,22072 ,29171 ,15296 ,34190 ,37202 ,35884 ,37328 ,36472 ,37144 ,35780 ,38228 ,36833 ,37435 ,: c,: c,36013 ,37622 ,35358 ,37603 ,36000 ,36488 ,34455 ,37425 ,36030 ,36751 ,35009 ,37714 ,36654 ,37931 ,36074 ,37643 ,36852 ,38235 ,35365 ,37458 ,36744 ,38100 ,35057 ,36905 ,35499 ,36339 ,33535 ,35459 ,35089 ,36791 ,33437 ,37125 ,35450 ,37231 ,34873 ,37305 ,35490 ,39424 ,33595 ,39788 ,36743 ,40277 ,37499 ,39307 ,36939 ,39413 ,38122 ,39232 ,36932 ,43879 ,38824 ,39649 ,37639
THS_PAS,IE,7691 ,5911 ,6163 ,5678 ,3886 ,1684 ,3399 ,3539 ,1196 ,9796 ,12908 ,12870 ,12428 ,11854 ,12512 ,12439 ,11996 ,11012 ,11934 ,11888 ,11254 ,10429 ,11265 ,11014 ,10422 ,10113 ,10525 ,10299 ,9722 ,9114 ,10082 ,9588 ,9351 ,8784 ,9640 ,9581 ,9102 ,8807 ,9421 ,9520 ,8984 ,8992 ,7470 ,9931 ,10181 ,9792 ,7054 ,9185 ,11910 ,10077 ,8790 ,8900 ,11946 ,9176 ,10256 ,10452 ,13846 ,10093 ,10638 ,10706 ,13829 ,10190 ,10775 ,10345 ,12780 ,9452 ,9449 ,8721 ,11070 ,8415 ,8408 ,8020 ,10436 ,7686
THS_PAS,IT,179172 ,139967 ,157248 ,127425 ,111509 ,84136 ,88977 ,98159 ,45978 ,149261 ,236562 ,203153 ,225385 ,218201 ,230319 ,198815 ,222259 ,215195 ,223853 ,191098 ,220082 ,213725 ,215912 ,187495 ,214206 ,204628 ,206654 ,187513 ,222639 ,212577 ,205008 ,184960 ,219225 ,211654 ,203121 ,185054 ,217822 ,207897 ,202732 ,185269 ,214088 ,211509 ,123945 ,125744 ,150964 ,157108 ,155851 ,151041 ,162749 ,151925 ,148283 ,141167 ,151362 ,143140 ,146768 ,140568 ,154513 ,147155 ,141087 ,128249 ,146345 ,142189 ,136707 ,122151 ,142183 ,139256 ,134101 ,115889 ,133043 ,133735 ,128023 ,114673 ,130020 ,131635
THS_PAS,LT,1195 ,925 ,1179 ,1204 ,1046 ,519 ,656 ,1020 ,573 ,988 ,1173 ,1287 ,1330 ,1201 ,1232 ,1256 ,1203 ,974 ,1014 ,1087 ,1114 ,962 ,964 ,1083 ,985 ,883 ,927 ,1018 ,988 ,858 ,1008 ,1127 ,1046 ,945 ,1028 ,1162 ,1134 ,1021 ,1046 ,1163 ,1082 ,960 ,1038 ,1126 ,1044 ,920 ,944 ,1047 ,955 ,850 ,863 ,1064 ,947 ,945 ,1116 ,1272 ,1054 ,1006 ,1052 ,1266 ,1096 ,1065 ,1039 ,1741 ,1336 ,1372 ,1478 ,1659 ,1428 ,1515 ,1531 ,1686 ,1494 ,1677
THS_PAS,LU,4997 ,5256 ,4864 ,3794 ,4147 ,3791 ,4313 ,3309 ,1346 ,5560 ,6625 ,5690 ,6239 ,6461 ,6449 ,4768 ,5793 ,6322 ,6099 ,5305 ,5803 ,5724 ,5664 ,5079 ,5763 ,5953 ,6004 ,5202 ,5596 ,5694 ,5672 ,5216 ,5192 ,5423 ,5458 ,4781 ,5240 ,5234 ,5239 ,4482 ,4830 ,5140 ,4573 ,4115 ,: c,: c,4731 ,4198 ,4353 ,4657 ,4469 ,3835 ,4196 ,4539 ,4637 ,3927 ,4591 ,4520 ,4364 ,3589 ,4133 ,4355 ,3894 ,3278 ,3694 ,3927 ,3803 ,2904 ,3644 ,3703 ,3639 ,2858 ,3447 ,3741
THS_PAS,LV,4051 ,2827 ,2779 ,3625 ,2716 ,1924 ,2648 ,4117 ,2343 ,3755 ,4421 ,5256 ,4871 ,4075 ,4348 ,5178 ,4808 ,3907 ,4211 ,4938 ,4446 ,3899 ,4136 ,4937 ,4493 ,3663 ,3956 ,4953 ,4324 ,3831 ,4087 ,5742 ,4958 ,4403 ,4729 ,5561 ,5103 ,4337 ,4655 ,5584 ,5066 ,4403 ,4801 ,5914 ,5269 ,4463 ,4819 ,5929 ,5207 ,4849 ,4847 ,5454 ,5651 ,5552 ,6474 ,7558 ,6791 ,5880 ,6582 ,7679 ,7076 ,6083 ,7170 ,7781 ,6572 ,5864 ,6324 ,7567 ,6526 ,5498 ,5788 ,6890 ,5871 ,5307
THS_PAS,ME,: ,126 ,126 ,226 ,135 ,68 ,98 ,164 ,57 ,154 ,211 ,327 ,256 ,192 ,215 ,328 ,258 ,190 ,201 ,278 ,232 ,216 ,269 ,453 ,291 ,271 ,285 ,394 ,317 ,240 ,266 ,339 ,278 ,239 ,250 ,307 ,205 ,160 ,170 ,292 ,185 ,134 ,149 ,247 ,173 ,123 ,143 ,302 ,185 ,125 ,170 ,310 ,215 ,157 ,177 ,374 ,280 ,200 ,190 ,360 ,255 ,194 ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,:
THS_PAS,MK,105 ,61 ,64 ,66 ,64 ,59 ,64 ,68 ,28 ,93 ,148 ,124 ,147 ,130 ,136 ,124 ,148 ,132 ,143 ,125 ,131 ,102 ,162 ,165 ,170 ,167 ,353 ,309 ,205 ,155 ,221 ,208 ,191 ,182 ,215 ,220 ,221 ,198 ,229 ,243 ,252 ,288 ,354 ,352 ,377 ,338 ,389 ,379 ,398 ,346 ,397 ,355 ,407 ,364 ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,:
THS_PAS,NL,85692 ,63730 ,71406 ,59752 ,45034 ,30973 ,40090 ,41324 ,20772 ,79355 ,102070 ,92242 ,97469 ,97203 ,102268 ,92440 ,97667 ,97401 ,102466 ,92638 ,97865 ,97600 ,102664 ,92836 ,98063 ,97798 ,102862 ,93034 ,98261 ,97996 ,89752 ,79968 ,84973 ,84486 ,89328 ,79277 ,84283 ,83795 ,93850 ,100317 ,88508 ,93162 ,87946 ,78319 ,84108 ,85824 ,93467 ,82610 ,85376 ,85321 ,83659 ,86288 ,85022 ,84488 ,91621 ,77579 ,85702 ,85164 ,92544 ,81833 ,86722 ,86403 ,90251 ,78843 ,85487 ,83890 ,90201 ,76390 ,83573 ,80746 ,84551 ,: c,: c,: c
THS_PAS,NO,17323 ,13686 ,14299 ,10391 ,8455 ,6599 ,8655 ,9425 ,6989 ,17425 ,21592 ,18235 ,20586 ,20887 ,20834 ,18305 ,20388 ,19226 ,19797 ,17443 ,18354 ,18956 ,17307 ,19414 ,19546 ,18936 ,18515 ,18331 ,18983 ,18326 ,17604 ,17412 ,17904 ,17419 ,16699 ,16245 ,17749 ,17494 ,16000 ,14640 ,15673 ,16241 ,15008 ,14532 ,14245 ,14534 ,15223 ,14600 ,13890 ,13951 ,14733 ,14425 ,13580 ,13821 ,14941 ,14923 ,13868 ,13946 ,14294 ,14786 ,13840 ,14012 ,13918 ,13582 ,12640 ,12915 ,13271 ,13319 ,13104 ,12571 ,13264 ,13294 ,12340 ,12502
THS_PAS,PL,84602 ,69085 ,72622 ,71282 ,52480 ,41890 ,42995 ,58774 ,29562 ,71357 ,87787 ,84315 ,81605 ,79251 ,80482 ,77792 ,77299 ,72009 ,72922 ,70277 ,73545 ,71440 ,69449 ,68689 ,69973 ,65518 ,68062 ,64520 ,67434 ,64307 ,61991 ,61603 ,63537 ,64640 ,65633 ,63752 ,65162 ,63005 ,62881 ,61107 ,63264 ,62155 ,60193 ,58833 ,60252 ,59684 ,61344 ,59503 ,60505 ,60109 ,65309 ,65305 ,66459 ,66642 ,68802 ,67458 ,67617 ,68390 ,68651 ,65345 ,63874 ,63917 ,64410 ,59792 ,64476 ,66317 ,66338 ,59612 ,62075 ,62344 ,69513 ,61270 ,67282 ,68218
THS_PAS,PT,43435 ,37559 ,39770 ,32839 ,28159 ,18872 ,28277 ,27556 ,12683 ,39523 ,49015 ,46132 ,43038 ,37148 ,37890 ,36765 ,37537 ,35282 ,36100 ,35455 ,36027 ,34171 ,34544 ,33360 ,33805 ,32184 ,33189 ,32339 ,32937 ,31958 ,32699 ,31893 ,32325 ,31378 ,32356 ,30744 ,32571 ,30466 ,31999 ,31370 ,33669 ,35176 ,36428 ,36137 ,38077 ,38623 ,38925 ,37351 ,38847 ,37885 ,38570 ,37630 ,39152 ,38441 ,39800 ,38687 ,40459 ,39513 ,40638 ,37510 ,39232 ,39336 ,39285 ,37061 ,39472 ,38815 ,38787 ,35985 ,38792 ,37609 ,38527 ,36653 ,39223 ,38161
THS_PAS,RO,17370 ,13903 ,12928 ,14912 ,12637 ,12082 ,11526 ,13597 ,9067 ,14898 ,17049 ,17364 ,17010 ,16487 ,16654 ,16372 ,16365 ,15324 ,17885 ,16591 ,17055 ,15799 ,14109 ,15472 ,14808 ,14470 ,14872 ,15998 ,15496 ,14852 ,15682 ,16849 ,16386 ,15834 ,13521 ,14609 ,14445 ,13847 ,14096 ,14457 ,14568 ,13298 ,13801 ,15116 ,15860 ,15379 ,13751 ,14077 ,15115 ,14727 ,15149 ,16192 ,16833 ,17364 ,17424 ,18558 ,19269 ,20092 ,19419 ,20121 ,22331 ,23883 ,22980 ,22853 ,23669 ,23744 ,22609 ,22460 ,22751 ,23686 ,23718 ,25095 ,26291 ,23570
THS_PAS,RS,: ,: c,: c,: c,: c,: c,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,:
THS_PAS,SE,63005 ,48406 ,54750 ,42645 ,35757 ,31339 ,37175 ,38255 ,30624 ,63109 ,68898 ,62979 ,66840 ,65885 ,66378 ,56927 ,62259 ,60926 ,61615 ,52700 ,57652 ,57848 ,59293 ,51587 ,55793 ,54273 ,56832 ,50546 ,53194 ,53862 ,54392 ,48933 ,51142 ,51016 ,52254 ,48276 ,50535 ,49398 ,50484 ,46215 ,48250 ,48214 ,48753 ,45658 ,46664 ,45979 ,47387 ,43026 ,45005 ,43925 ,46861 ,41640 ,45200 ,45394 ,47024 ,42389 ,44771 ,44745 ,46594 ,39218 ,41313 ,41943 ,44268 ,36803 ,38518 ,39478 ,40639 ,34773 ,37126 ,37520 ,39310 ,33668 ,36203 ,37434
THS_PAS,SI,3439 ,3302 ,3326 ,3074 ,2792 ,2471 ,1642 ,2126 ,1377 ,2779 ,3529 ,3257 ,3197 ,3277 ,3474 ,3178 ,3165 ,3288 ,3437 ,3147 ,3137 ,3281 ,3482 ,3308 ,3335 ,3524 ,3760 ,3381 ,3366 ,3628 ,3732 ,3223 ,3483 ,3997 ,4050 ,3989 ,3853 ,4103 ,4175 ,3311 ,3508 ,4092 ,3967 ,3571 ,3688 ,4091 ,4133 ,3659 ,3839 ,4151 ,4191 ,3830 ,3804 ,4145 ,4236 ,3888 ,3897 ,4236 ,4358 ,3762 ,3885 ,4119 ,4533 ,3394 ,3975 ,4229 ,4334 ,3304 ,3883 ,4221 ,4054 ,3042 ,3636 ,4103
